Product Name,Sex,Category,Discounted Price,Original Price,Core Colors,Limited Edition Colors,Discounted Limited Edition Colors,Sizes,Discounted Limited Edition Colors Price
FIGS | New Balance 3447,Unisex,Figs New Balance,,,"White, Optic White",,,"M4/W5.5, M4.5/W6, M5/W6.5, M5.5/W7, M6/W7.5, M6.5/W8, M7/W8.5, M7.5/W9, M8/W9.5, M8.5/W10, M9/W10.5, M9.5/W11, M10/W11.5, M10.5/W12, M11/W12.5, M11.5/W13, M12/W13.5, M13/W14.5",
FIGS | New Balance 5740,Unisex,Figs New Balance,,138.0,"Black/Royal Blue, Cactus/Desert Rose, Optic White/Navy, White/Caribbean Blue",,,"M4/W5.5, M4.5/W6, M5/W6.5, M5.5/W7, M6/W7.5, M6.5/W8, M7/W8.5, M7.5/W9, M8/W9.5, M8.5/W10, M9/W10.5, M9.5/W11, M10/W11.5, M10.5/W12, M11/W12.5, M11.5/W13, M12/W13.5, M13/W14.5",89.7
FIGS | New Balance 574S,Unisex,Figs New Balance,,118.0,"Black, Moss",,,"M4/W5.5, M4.5/W6, M5/W6.5, M5.5/W7, M6/W7.5, M6.5/W8, M7/W8.5, M7.5/W9, M8/W9.5, M8.5/W10, M9/W10.5, M9.5/W11, M10/W11.5, M10.5/W12, M11/W12.5, M11.5/W13, M12/W13.5, M13/W14.5",76.7
FIGS | New Balance 996 Women's,Unisex,Figs New Balance,,98.0,"Black/Yellow, Grey",,,"5, 5.5, 6, 6.5, 7, 7.5, 8, 8.5, 9, 9.5, 10, 11, 12",63.7
FIGS | New Balance 996 Women's,Unisex,Figs New Balance,,98.0,"Black/Yellow, Grey",,,"5, 5.5, 6, 6.5, 7, 7.5, 8, 8.5, 9, 9.5, 10, 11, 12",63.7
FIGS | New Balance 574S,Unisex,Figs New Balance,,118.0,"Black, Moss",,,"M4/W5.5, M4.5/W6, M5/W6.5, M5.5/W7, M6/W7.5, M6.5/W8, M7/W8.5, M7.5/W9, M8/W9.5, M8.5/W10, M9/W10.5, M9.5/W11, M10/W11.5, M10.5/W12, M11/W12.5, M11.5/W13, M12/W13.5, M13/W14.5",76.7
FIGS | New Balance 327,Unisex,Figs New Balance,,128.0,"Black, Grey/Navy","Lavender Haze, F*ing Pink",,"M4/W5.5, M4.5/W6, M5/W6.5, M5.5/W7, M6/W7.5, M6.5/W8, M7/W8.5, M7.5/W9, M8/W9.5, M8.5/W10, M9/W10.5, M9.5/W11, M10/W11.5, M10.5/W12, M11/W12.5, M11.5/W13, M12/W13.5, M13/W14.5",83.2
FIGS | New Balance 5740,Unisex,Figs New Balance,,138.0,"Black/Royal Blue, Cactus/Desert Rose, Optic White/Navy, White/Caribbean Blue",,,"M4/W5.5, M4.5/W6, M5/W6.5, M5.5/W7, M6/W7.5, M6.5/W8, M7/W8.5, M7.5/W9, M8/W9.5, M8.5/W10, M9/W10.5, M9.5/W11, M10/W11.5, M10.5/W12, M11/W12.5, M11.5/W13, M12/W13.5, M13/W14.5",89.7
FIGS | New Balance 5740,Unisex,Figs New Balance,,138.0,"Black/Royal Blue, Cactus/Desert Rose, Optic White/Navy, White/Caribbean Blue",,,"M4/W5.5, M4.5/W6, M5/W6.5, M5.5/W7, M6/W7.5, M6.5/W8, M7/W8.5, M7.5/W9, M8/W9.5, M8.5/W10, M9/W10.5, M9.5/W11, M10/W11.5, M10.5/W12, M11/W12.5, M11.5/W13, M12/W13.5, M13/W14.5",89.7
FIGS | New Balance 574 Men's,Unisex,Figs New Balance,,98.0,Grey,,,"7, 7.5, 8, 8.5, 9, 9.5, 10, 10.5, 11, 11.5, 12, 13",63.7
FIGS | New Balance 327,Unisex,Figs New Balance,,128.0,"Black, Grey/Navy","Lavender Haze, F*ing Pink",,"M4/W5.5, M4.5/W6, M5/W6.5, M5.5/W7, M6/W7.5, M6.5/W8, M7/W8.5, M7.5/W9, M8/W9.5, M8.5/W10, M9/W10.5, M9.5/W11, M10/W11.5, M10.5/W12, M11/W12.5, M11.5/W13, M12/W13.5, M13/W14.5",83.2
FIGS | New Balance ROAV,Unisex,Figs New Balance,$73.50,98.0,"Moss, Grey",,,"M4/W5.5, M4.5/W6, M5/W6.5, M5.5/W7, M6/W7.5, M6.5/W8, M7/W8.5, M7.5/W9, M8/W9.5, M8.5/W10, M9/W10.5, M9.5/W11, M10/W11.5, M10.5/W12, M11/W12.5, M11.5/W13, M12/W13.5, M13/W14.5",63.7
FIGS | New Balance ROAV,Unisex,Figs New Balance,$73.50,98.0,"Moss, Grey",,,"M4/W5.5, M4.5/W6, M5/W6.5, M5.5/W7, M6/W7.5, M6.5/W8, M7/W8.5, M7.5/W9, M8/W9.5, M8.5/W10, M9/W10.5, M9.5/W11, M10/W11.5, M10.5/W12, M11/W12.5, M11.5/W13, M12/W13.5, M13/W14.5",63.7
FIGS | New Balance 3447,Unisex,Figs New Balance,,,"Espresso, Evergreen, Cream, Black",,,"M4/W5.5, M4.5/W6, M5/W6.5, M5.5/W7, M6/W7.5, M6.5/W8, M7/W8.5, M7.5/W9, M8/W9.5, M8.5/W10, M9/W10.5, M9.5/W11, M10/W11.5, M10.5/W12, M11/W12.5, M11.5/W13, M12/W13.5, M13/W14.5",
FIGS | New Balance 3447,Unisex,Figs New Balance,,,"Espresso, Evergreen, Cream, Black",,,"M4/W5.5, M4.5/W6, M5/W6.5, M5.5/W7, M6/W7.5, M6.5/W8, M7/W8.5, M7.5/W9, M8/W9.5, M8.5/W10, M9/W10.5, M9.5/W11, M10/W11.5, M10.5/W12, M11/W12.5, M11.5/W13, M12/W13.5, M13/W14.5",
FIGS | New Balance 327,Unisex,Figs New Balance,,128.0,"Black, Grey/Navy","Lavender Haze, F*ing Pink",,"M4/W5.5, M4.5/W6, M5/W6.5, M5.5/W7, M6/W7.5, M6.5/W8, M7/W8.5, M7.5/W9, M8/W9.5, M8.5/W10, M9/W10.5, M9.5/W11, M10/W11.5, M10.5/W12, M11/W12.5, M11.5/W13, M12/W13.5, M13/W14.5",83.2
FIGS | New Balance 327,Unisex,Figs New Balance,,128.0,"Black, Grey/Navy","Lavender Haze, F*ing Pink",,"M4/W5.5, M4.5/W6, M5/W6.5, M5.5/W7, M6/W7.5, M6.5/W8, M7/W8.5, M7.5/W9, M8/W9.5, M8.5/W10, M9/W10.5, M9.5/W11, M10/W11.5, M10.5/W12, M11/W12.5, M11.5/W13, M12/W13.5, M13/W14.5",83.2
FIGS | New Balance 3447,Unisex,Figs New Balance,,,"Espresso, Evergreen, Cream, Black",,,"M4/W5.5, M4.5/W6, M5/W6.5, M5.5/W7, M6/W7.5, M6.5/W8, M7/W8.5, M7.5/W9, M8/W9.5, M8.5/W10, M9/W10.5, M9.5/W11, M10/W11.5, M10.5/W12, M11/W12.5, M11.5/W13, M12/W13.5, M13/W14.5",
FIGS | New Balance X-Racer Utility,Unisex,Figs New Balance,,158.0,Silver Arrows/Paramedic Red,,,"M4/W5.5, M4.5/W6, M5/W6.5, M5.5/W7, M6/W7.5, M6.5/W8, M7/W8.5, M7.5/W9, M8/W9.5, M8.5/W10, M9/W10.5, M9.5/W11, M10/W11.5, M10.5/W12, M11/W12.5, M11.5/W13, M12/W13.5, M13/W14.5",102.7
FIGS | New Balance 5740,Unisex,Figs New Balance,,138.0,"Black/Royal Blue, Cactus/Desert Rose, Optic White/Navy, White/Caribbean Blue",,,"M4/W5.5, M4.5/W6, M5/W6.5, M5.5/W7, M6/W7.5, M6.5/W8, M7/W8.5, M7.5/W9, M8/W9.5, M8.5/W10, M9/W10.5, M9.5/W11, M10/W11.5, M10.5/W12, M11/W12.5, M11.5/W13, M12/W13.5, M13/W14.5",89.7
FIGS | New Balance 3447,Unisex,Figs New Balance,,,"White, Optic White",,,"M4/W5.5, M4.5/W6, M5/W6.5, M5.5/W7, M6/W7.5, M6.5/W8, M7/W8.5, M7.5/W9, M8/W9.5, M8.5/W10, M9/W10.5, M9.5/W11, M10/W11.5, M10.5/W12, M11/W12.5, M11.5/W13, M12/W13.5, M13/W14.5",
FIGS | New Balance 5740,Unisex,Figs New Balance,,138.0,"Black/Royal Blue, Cactus/Desert Rose, Optic White/Navy, White/Caribbean Blue",,,"M4/W5.5, M4.5/W6, M5/W6.5, M5.5/W7, M6/W7.5, M6.5/W8, M7/W8.5, M7.5/W9, M8/W9.5, M8.5/W10, M9/W10.5, M9.5/W11, M10/W11.5, M10.5/W12, M11/W12.5, M11.5/W13, M12/W13.5, M13/W14.5",89.7
FIGS | New Balance 574S,Unisex,Figs New Balance,,118.0,"Black, Moss",,,"M4/W5.5, M4.5/W6, M5/W6.5, M5.5/W7, M6/W7.5, M6.5/W8, M7/W8.5, M7.5/W9, M8/W9.5, M8.5/W10, M9/W10.5, M9.5/W11, M10/W11.5, M10.5/W12, M11/W12.5, M11.5/W13, M12/W13.5, M13/W14.5",76.7
FIGS | New Balance 996 Women's,Unisex,Figs New Balance,,98.0,"Black/Yellow, Grey",,,"5, 5.5, 6, 6.5, 7, 7.5, 8, 8.5, 9, 9.5, 10, 11, 12",63.7
FIGS | New Balance 996 Women's,Unisex,Figs New Balance,,98.0,"Black/Yellow, Grey",,,"5, 5.5, 6, 6.5, 7, 7.5, 8, 8.5, 9, 9.5, 10, 11, 12",63.7
FIGS | New Balance 574S,Unisex,Figs New Balance,,118.0,"Black, Moss",,,"M4/W5.5, M4.5/W6, M5/W6.5, M5.5/W7, M6/W7.5, M6.5/W8, M7/W8.5, M7.5/W9, M8/W9.5, M8.5/W10, M9/W10.5, M9.5/W11, M10/W11.5, M10.5/W12, M11/W12.5, M11.5/W13, M12/W13.5, M13/W14.5",76.7
FIGS | New Balance 327,Unisex,Figs New Balance,,128.0,"Black, Grey/Navy","Lavender Haze, F*ing Pink",,"M4/W5.5, M4.5/W6, M5/W6.5, M5.5/W7, M6/W7.5, M6.5/W8, M7/W8.5, M7.5/W9, M8/W9.5, M8.5/W10, M9/W10.5, M9.5/W11, M10/W11.5, M10.5/W12, M11/W12.5, M11.5/W13, M12/W13.5, M13/W14.5",83.2
FIGS | New Balance 5740,Unisex,Figs New Balance,,138.0,"Black/Royal Blue, Cactus/Desert Rose, Optic White/Navy, White/Caribbean Blue",,,"M4/W5.5, M4.5/W6, M5/W6.5, M5.5/W7, M6/W7.5, M6.5/W8, M7/W8.5, M7.5/W9, M8/W9.5, M8.5/W10, M9/W10.5, M9.5/W11, M10/W11.5, M10.5/W12, M11/W12.5, M11.5/W13, M12/W13.5, M13/W14.5",89.7
FIGS | New Balance 5740,Unisex,Figs New Balance,,138.0,"Black/Royal Blue, Cactus/Desert Rose, Optic White/Navy, White/Caribbean Blue",,,"M4/W5.5, M4.5/W6, M5/W6.5, M5.5/W7, M6/W7.5, M6.5/W8, M7/W8.5, M7.5/W9, M8/W9.5, M8.5/W10, M9/W10.5, M9.5/W11, M10/W11.5, M10.5/W12, M11/W12.5, M11.5/W13, M12/W13.5, M13/W14.5",89.7
FIGS | New Balance 574 Men's,Unisex,Figs New Balance,,98.0,Grey,,,"7, 7.5, 8, 8.5, 9, 9.5, 10, 10.5, 11, 11.5, 12, 13",63.7
FIGS | New Balance 327,Unisex,Figs New Balance,,128.0,"Black, Grey/Navy","Lavender Haze, F*ing Pink",,"M4/W5.5, M4.5/W6, M5/W6.5, M5.5/W7, M6/W7.5, M6.5/W8, M7/W8.5, M7.5/W9, M8/W9.5, M8.5/W10, M9/W10.5, M9.5/W11, M10/W11.5, M10.5/W12, M11/W12.5, M11.5/W13, M12/W13.5, M13/W14.5",83.2
